// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

21222,HORONG_x100,Horong,Horong,66,230400,10,46860,52740,1,1375,350,168,70,72,64,70,90,112,50,10,12,0,0,83,0x308D,320,1510,921,828,0,0,0,0,0,0,0,953,6500,912,500,2279,5,1752,10000,757,118,633,20,970,50,0,0,0,0,4103,1
21223,JAKK_x100,Jakk,Jakk,63,205400,10,37920,42600,1,1145,185,180,50,116,86,84,50,110,30,10,12,1,0,43,0x3695,160,944,384,648,0,0,0,0,0,0,0,1062,9000,912,900,985,31,2331,5,1008,5,535,1000,7938,10,0,0,0,0,4109,1
21224,JOKER_x100,Joker,Joker,90,602200,10,97080,109260,1,1585,300,128,152,168,198,60,100,154,70,10,12,2,7,84,0x3695,80,1091,691,432,0,0,0,0,0,0,0,912,2000,616,2,641,20,508,1000,1259,1,984,100,695,100,0,0,0,0,4139,1
21225,KHALITZBURG_x100,Khalitzburg,Khalitzburg,118,2398600,10,171720,128820,1,6160,480,250,20,242,96,80,62,178,64,10,12,2,1,29,0x3695,280,422,800,396,0,0,0,0,0,0,0,932,8000,985,191,5017,1,2108,2,1004,10,15014,2,1127,2,15036,100,0,0,4136,1
21226,KOBOLD_1_x100,Kobold,Kobold,107,1048300,10,136440,102360,1,3505,435,206,50,218,152,122,106,164,60,10,12,1,7,44,0x308D,120,822,422,360,0,0,0,0,0,0,0,999,100,1034,5335,912,700,757,25,1220,2,2104,5,0,0,0,0,0,0,4091,1
21227,KOBOLD_2_x100,Kobold,Kobold,102,915200,10,116640,87480,1,2385,310,234,118,192,122,110,96,158,40,10,12,1,7,45,0x308D,160,1222,422,360,0,0,0,0,0,0,0,999,100,1034,5335,912,200,2104,3,508,100,2101,100,0,0,0,0,0,0,4091,1
21228,KOBOLD_3_x100,Kobold,Kobold,101,907800,10,109620,82260,1,2340,320,218,96,206,128,118,84,134,40,10,12,1,7,43,0x308D,240,982,422,360,0,0,0,0,0,0,0,990,35,999,100,1034,5335,912,200,0,0,2104,3,508,100,0,0,0,0,4091,1
21229,MAGNOLIA_x100,Magnolia,Magnolia,53,198400,10,26460,29700,1,480,825,102,16,98,50,42,100,56,170,10,12,0,6,21,0x2000083,160,843,403,432,0,0,0,0,0,0,0,7031,9000,910,800,911,100,912,10,737,40,508,400,12127,5,0,0,0,0,4076,1
21230,MANTIS_x100,Mantis,Mantis,65,271900,10,35640,40140,1,935,155,180,0,110,66,48,10,84,30,10,12,1,4,22,0x2003095,160,1222,528,432,0,0,0,0,0,0,0,993,110,1031,9000,911,1400,757,70,943,250,721,10,507,650,0,0,0,0,4079,1
21231,MARDUK_x100,Marduk,Marduk,73,289300,10,46440,52320,1,990,560,132,86,132,98,42,80,132,50,10,12,2,7,23,0x3095,240,1232,672,504,0,0,0,0,0,0,0,994,35,1045,4365,1608,10,2617,1,1614,3,691,100,642,20,0,0,0,0,4112,1
21232,MARINA_x100,Marina,Marina,42,120900,10,20400,22860,1,365,125,40,38,48,54,36,44,58,30,10,12,0,3,41,0x81,320,1824,864,864,0,0,0,0,0,0,0,1052,5000,938,1500,991,45,995,2,717,200,631,20,0,0,0,0,0,0,4055,1
21233,MARINE_SPHERE_x100,Marine Sphere,Marine Sphere,51,192400,10,26760,30180,1,5,5,82,56,20,32,70,50,52,10,10,12,0,3,41,0x0,640,960,0,1,0,0,0,0,0,0,0,1050,5000,1051,2500,1520,10,720,10,717,150,10003,10,0,0,0,0,0,0,4084,1
21234,MARIONETTE_x100,Marionette,Marionette,90,716600,10,86520,120540,1,1110,950,70,48,104,158,56,210,144,40,10,12,0,6,68,0x2003095,240,1184,384,1056,0,0,0,0,0,0,0,1060,9000,2294,5,2605,1,699,100,0,0,2407,1,5141,3,0,0,0,0,4113,1
21235,MARSE_x100,Marse,Marse,47,145600,10,23340,26280,1,425,100,76,36,66,34,50,20,66,20,10,12,0,5,41,0x91,240,1564,604,528,0,0,0,0,0,0,0,1024,9000,962,3000,717,200,720,10,995,12,1007,5,514,300,0,0,0,0,4095,1
21236,MARTIN_x100,Martin,Martin,39,105600,10,18660,21000,1,350,90,116,38,50,58,56,30,60,20,10,12,0,2,42,0x81,240,1184,384,480,0,0,0,0,0,0,0,1017,9000,1018,500,1251,10,2225,5,5009,1,10010,10,2224,15,0,0,0,0,4046,1
21237,MATYR_x100,Matyr,Matyr,58,208700,10,29700,33420,1,755,130,126,10,96,40,42,34,86,20,10,12,1,2,27,0x3095,120,345,345,360,0,0,0,0,0,0,0,2618,10,528,5000,919,5500,537,400,757,100,514,200,0,0,0,0,0,0,4097,1
21238,MAYA_x100,Maya,Maya,55,38000000,10,10713600,8035200,1,2775,1325,366,100,176,144,152,204,184,152,10,12,2,4,82,0x6283695,80,691,800,480,89280,730,2000,603,3000,617,2000,10006,500,2615,200,2234,200,639,500,7020,10,985,3500,2005,100,0,0,0,0,4146,1
21239,MEDUSA_x100,Medusa,Medusa,102,1004500,10,104220,78120,1,3100,565,174,132,198,136,130,158,138,30,10,12,1,6,40,0x2003695,144,1376,1056,360,0,0,0,0,0,0,0,1048,5335,1965,250,702,200,1973,20,722,250,1649,5,1007,3,0,0,0,0,4124,1
21240,MINOROUS_x100,Minorous,Minorous,58,189300,10,32640,36120,1,1235,180,200,20,130,84,72,86,110,50,10,12,2,2,43,0x3095,160,1088,768,432,0,0,0,0,0,0,0,941,5335,756,196,1361,2,1005,10,6254,10,1301,200,568,300,0,0,0,0,4126,1
21241,MOONLIGHT_x100,Moonlight Flower,Moonlight Flower,79,32400000,10,20044800,16286400,1,11160,6255,308,162,172,204,186,164,262,240,10,12,1,6,63,0x6283695,120,1020,460,288,167040,1022,5000,504,1500,728,500,1477,500,1234,100,1525,150,10008,500,638,650,985,2600,1648,100,0,0,0,0,4131,1
21242,MYST_x100,Myst,Myst,49,122300,10,23760,26760,1,480,100,122,20,70,74,40,20,82,20,10,12,2,0,25,0x3695,160,1260,460,384,0,0,0,0,0,0,0,5005,2,1019,800,10005,10,756,65,757,97,605,20,2601,1,0,0,0,0,4108,1
21243,ORC_SKELETON_x100,Orc Skeleton,Orc Skeleton,53,207700,10,27540,31440,1,605,125,164,20,104,32,48,10,44,10,10,12,1,1,29,0x3885,160,1936,576,648,0,0,0,0,0,0,0,922,5500,932,3500,757,80,2299,2,1358,10,511,50,0,0,0,0,0,0,4085,1
21244,ORC_ZOMBIE_x100,Orc Zombie,Orc Zombie,51,190800,10,25800,29880,1,570,75,142,10,90,34,64,10,104,10,10,12,1,1,29,0x3885,320,2281,921,840,0,0,0,0,0,0,0,1043,5500,938,3000,714,1,0,0,0,0,0,0,0,0,0,0,0,0,4071,1
21245,PASANA_x100,Pasana,Pasana,79,351000,10,58320,71640,1,2190,200,186,70,152,72,66,40,134,10,10,12,1,7,43,0x3095,132,780,460,288,0,0,0,0,0,0,0,7110,4365,7121,2500,757,20,0,0,0,0,2522,100,0,0,0,0,0,0,4099,1
21246,PETIT_x100,Petite,Petite,86,579900,10,70200,79020,1,1605,330,198,98,110,64,76,74,108,40,10,12,1,9,22,0x3095,200,1974,614,480,0,0,0,0,0,0,0,1035,5335,1037,300,756,140,509,1000,0,0,6260,40,606,15,0,0,0,0,4118,1
21247,PETIT__x100,Petite,Petite,79,355600,10,54000,60780,1,1540,180,172,84,126,78,62,110,144,170,10,12,1,9,24,0x3095,160,1497,537,288,0,0,0,0,0,0,0,1036,5335,1037,300,985,61,509,1000,13006,5,912,1500,606,15,0,0,0,0,4120,1
21248,PHARAOH_x100,Pharaoh,Pharaoh,85,50000000,10,25056000,20044800,1,8120,8910,248,538,196,204,192,284,288,204,10,12,2,7,67,0x6283695,100,694,614,288,208800,607,5500,526,5000,732,5000,7113,5820,7114,2500,1136,100,2327,150,5002,500,1552,300,1231,80,0,0,0,0,4148,1
21249,PHEN_x100,Phen,Phen,52,196300,10,26760,30180,1,510,150,88,22,108,30,70,30,50,30,10,12,1,5,41,0x91,120,2035,1075,1152,0,0,0,0,0,0,0,1023,5500,963,2000,720,5,517,1000,951,500,756,25,0,0,0,0,0,0,4077,1
21250,PHREEONI_x100,Phreeoni,Phreeoni,71,30000000,10,6960000,10800000,1,3465,4835,538,196,176,140,224,174,204,142,10,12,2,2,60,0x6283695,160,816,816,288,58000,1008,500,730,1000,1000,4000,1015,9700,1223,500,1236,150,1014,5000,2288,300,985,2900,13047,100,0,0,0,0,4121,1
21251,PIERE_x100,Piere,Piere,32,69600,10,12960,14580,1,235,100,114,32,38,38,72,16,54,30,10,12,0,4,22,0x2001081,160,1030,230,576,0,0,0,0,0,0,0,955,9000,910,1100,938,600,992,30,1001,5,1002,400,757,31,0,0,0,0,4043,1
21252,PLANKTON_x100,Plankton,Plankton,40,123200,10,20040,22500,1,375,180,56,56,46,106,50,110,70,28,10,12,0,3,61,0x81,320,1766,806,324,0,0,0,0,0,0,0,1052,9000,910,300,938,700,970,4,713,1000,630,20,645,50,0,0,0,0,4024,1
21253,RAFFLESIA_x100,Rafflesia,Rafflesia,86,581900,10,70200,79020,3,1625,205,172,4,94,82,88,58,130,62,10,12,0,3,22,0x3885,120,409,422,240,0,0,0,0,0,0,0,1033,5500,911,1600,706,2,708,10,703,10,711,550,509,30,0,0,0,0,4083,1
21254,RAYDRIC_x100,Raydric,Raydric,115,1840800,10,166200,124560,1,4505,480,178,30,258,174,110,64,152,54,10,12,2,7,47,0x3095,120,659,624,420,0,0,0,0,0,0,0,985,106,2266,1,2315,2,1158,2,1116,100,1004,10,7054,4850,15037,1,0,0,4133,1
21255,REQUIEM_x100,Requiem,Requiem,71,308900,10,44280,49860,1,1740,240,176,40,116,68,70,24,84,20,10,12,1,7,27,0x3885,320,1212,652,432,0,0,0,0,0,0,0,603,35,714,1,912,2500,958,3500,934,1500,2308,10,7477,1,0,0,0,0,4104,1
21256,SAND_MAN_x100,Sandman,Sandman,61,288700,10,37560,42300,1,820,280,252,48,88,16,110,30,62,50,10,12,1,0,62,0x3885,200,1337,576,288,0,0,0,0,0,0,0,997,35,1056,5335,757,118,7043,350,1001,200,1257,1,1622,5,0,0,0,0,4101,1
21257,SAVAGE_x100,Savage,Savage,59,230100,10,34380,38640,1,905,115,252,6,112,42,108,20,94,30,10,12,2,2,42,0x91,120,1568,768,384,0,0,0,0,0,0,0,1028,9000,514,300,702,2,2276,1,6249,10,757,70,526,2,0,0,0,0,4078,1
21258,SAVAGE_BABE_x100,Savage Babe,Savage Babe,14,18000,10,5400,4080,1,95,30,44,0,32,16,18,10,42,36,10,12,0,2,22,0x81,320,1299,499,576,0,0,0,0,0,0,0,919,9000,1302,100,517,500,6249,1,949,850,1010,80,627,40,0,0,0,0,4017,1
21259,SKEL_WORKER_x100,Skeleton Worker,Skeleton Worker,44,124000,10,19980,22440,1,460,60,90,10,60,26,44,20,74,50,10,12,1,1,29,0x3885,320,1936,576,384,0,0,0,0,0,0,0,998,400,1041,5500,757,90,5009,2,999,100,1003,200,7938,10,0,0,0,0,4092,1
21260,SOHEE_x100,Sohee,Sohee,64,287500,10,35640,40140,1,885,150,122,42,122,48,58,40,74,50,10,12,1,6,21,0x2000091,200,1689,729,576,0,0,0,0,0,0,0,1020,9000,1049,50,2277,1,2504,5,1217,5,15012,5,662,350,0,0,0,0,4100,1
21261,STAINER_x100,Stainer,Stainer,21,36500,10,7560,8580,1,325,45,44,50,20,20,48,0,78,30,10,12,0,4,24,0x2000091,160,1350,950,612,0,0,0,0,0,0,0,992,70,1011,30,1013,9000,910,2100,757,25,943,10,1002,300,0,0,0,0,4039,1
21262,TAROU_x100,Tarou,Tarou,22,42000,10,8100,9120,1,360,30,46,10,42,12,24,0,20,2,10,12,0,2,27,0x91,120,1395,835,684,0,0,0,0,0,0,0,1016,9000,919,3000,949,800,528,1000,701,2,0,0,0,0,0,0,0,0,4028,1
21263,VITATA_x100,Vitata,Vitata,35,75600,10,14040,15840,1,340,90,88,24,40,22,48,40,42,10,10,12,0,4,22,0x2000091,240,1414,614,384,0,0,0,0,0,0,0,993,90,955,5000,911,200,518,350,518,350,526,200,756,26,0,0,0,0,4053,1
21264,ZENORC_x100,Zenorc,Zenorc,54,181600,10,27000,30420,1,685,120,138,10,100,36,40,10,50,10,10,12,1,7,27,0x83,120,944,384,360,0,0,0,0,0,0,0,1044,5500,756,70,938,2500,1006,5,508,100,640,20,0,0,0,0,0,0,4096,1
21265,ZEROM_x100,Zerom,Zerom,70,268700,10,43200,57600,1,1640,190,186,30,114,98,60,30,112,40,10,12,1,7,23,0x3885,160,1424,864,432,0,0,0,0,0,0,0,1011,55,998,190,2339,200,2265,3,2408,10,1002,300,7938,1,0,0,0,0,4064,1
21266,WHISPER_x100,Whisper,Whisper,46,110900,10,14520,30780,1,325,275,40,80,64,96,40,70,104,40,10,12,0,6,68,0x2003095,120,1568,768,504,0,0,0,0,0,0,0,1001,150,1059,5335,2282,1,2333,10,0,0,0,0,0,0,0,0,0,0,4102,1
21267,NINE_TAIL_x100,Nine Tail,Nine Tail,72,278300,10,53220,59880,1,2455,250,190,80,122,76,60,40,176,100,10,12,1,2,63,0x3695,120,672,432,480,0,0,0,0,0,0,0,1022,4656,746,200,603,100,604,100,526,250,525,350,756,100,0,0,0,0,4159,1
21268,CHONCHON__x100,Chonchon,Chonchon,5,6300,10,2160,1620,1,55,15,58,0,26,8,8,0,14,10,10,12,0,4,24,0x2003885,160,860,460,480,0,0,0,0,0,0,0,998,50,935,5500,909,1500,1205,55,601,100,742,5,0,0,0,0,0,0,4009,1
21269,WHISPER__x100,Whisper,Whisper,34,179600,10,28980,44220,1,990,205,0,90,2,102,28,0,120,0,10,12,0,1,28,0x0,120,1568,768,504,0,0,0,0,0,0,0,1001,10,1059,100,0,0,2333,1,0,0,0,0,0,0,0,0,0,0,0,0
21270,WHISPER_BOSS_x100,Giant Whisper,Giant Whisper,66,257000,0,37800,42600,1,1480,295,188,90,80,158,88,102,134,62,10,12,0,6,48,0x2003695,200,2028,1228,672,0,0,0,0,0,0,0,1001,150,1059,5335,2282,1,2333,10,0,0,0,0,0,0,0,0,0,0,4303,1
21271,BON_GUN_x100,Bongun,Bongun,59,251000,10,31860,35820,1,990,145,176,10,110,48,48,10,68,20,10,12,1,1,29,0x3095,160,1376,400,420,0,0,0,0,0,0,0,1094,5500,7014,40,618,60,5046,1,609,15,508,1000,508,1250,0,0,0,0,4212,1
21272,ORC_ARCHER_x100,Orc Archer,Orc Archer,78,483500,10,55320,69660,9,1430,215,134,62,110,64,48,60,198,30,10,12,1,7,22,0x3095,240,1568,496,480,0,0,0,0,0,0,0,1063,4656,1753,1000,1756,2500,1755,2500,1734,2,507,1400,509,900,0,0,0,0,4256,1
21273,ORC_LORD_x100,Orc Lord,Orc Lord,55,55200000,10,9374400,7365600,1,3900,3240,512,184,190,190,206,192,310,170,10,12,2,7,82,0x6283695,80,998,400,360,31102,968,5500,617,2000,0,0,1363,400,2621,400,5007,400,1371,400,617,1000,985,4268,16000,100,0,0,0,0,4135,1
21274,MIMIC_x100,Mimic,Mimic,56,193900,10,29160,32880,1,1160,110,126,30,98,240,40,30,198,0,10,12,1,0,60,0x3095,80,777,400,288,0,0,0,0,0,0,0,617,5,603,45,1065,1200,611,3000,7938,1000,2626,1,757,270,0,0,0,0,4205,1
21275,WRAITH_x100,Wraith,Wraith,77,516800,10,71400,71460,1,1845,305,160,80,124,52,60,110,152,10,10,12,2,1,89,0x3695,240,1452,460,240,0,0,0,0,0,0,0,1059,5820,2206,10,2506,2,716,650,602,1300,2505,10,731,5,0,0,0,0,4190,1
21276,ALARM_x100,Alarm,Alarm,88,556200,10,74520,83880,1,1595,240,212,106,140,144,80,50,110,50,10,12,1,0,60,0x3695,240,816,400,768,0,0,0,0,0,0,0,1095,5335,2607,1,7005,1500,611,1300,984,105,7026,20,912,1500,0,0,0,0,4244,1
21277,ARCLOUSE_x100,Arclouse,Arclouze,107,1002000,10,110640,156420,1,1750,200,202,72,120,146,90,70,280,30,10,12,1,4,42,0x2003095,80,768,400,480,0,0,0,0,0,0,0,1096,3500,938,3000,943,800,912,450,716,300,997,20,912,2500,0,0,0,0,4240,1
21278,RIDEWORD_x100,Rideword,Rideword,74,322200,10,48600,72720,1,1935,110,122,76,134,106,64,88,208,10,10,12,0,0,60,0x3695,120,691,400,192,0,0,0,0,0,0,0,1097,4850,1553,4,1554,4,1555,2,1556,2,7015,300,1006,20,0,0,0,0,4185,1
21279,SKEL_PRISONER_x100,Skeleton Prisoner,Skeleton Prisoner,91,919400,10,93960,105780,1,3030,275,190,82,168,70,120,40,142,30,10,12,1,1,69,0x308D,280,1478,400,576,0,0,0,0,0,0,0,1098,3500,7016,100,2320,1,716,600,930,3500,2408,35,934,1500,0,0,0,0,4222,1
21280,ZOMBIE_PRISONER_x100,Zombie Prisoner,Zombie Prisoner,89,804500,10,87480,98820,1,1960,300,178,56,174,78,116,10,136,20,10,12,1,1,69,0x308D,280,1414,400,192,0,0,0,0,0,0,0,1099,3500,7016,105,2266,1,716,600,930,3500,2408,39,985,112,0,0,0,0,4275,1
21281,DARK_PRIEST_x100,Dark Priest,Dark Priest,98,1209000,0,145800,100020,2,2310,1295,112,60,10,120,82,178,156,84,10,12,1,6,89,0x620308D,160,691,1001,476,0,0,0,0,0,0,0,1557,5,2608,30,505,100,716,450,1009,1,2319,5,7005,3000,0,0,0,0,4171,1
21282,PUNK_x100,Punk,Punk,82,386900,10,58320,65640,1,1465,270,136,110,134,78,60,70,158,90,10,12,0,3,24,0x3095,240,1200,400,1000,0,0,0,0,0,0,0,7001,5335,715,800,10004,100,1061,1000,1057,3000,601,1100,2502,15,0,0,0,0,4313,1
21283,ZHERLTHSH_x100,Zherlthsh,Zealotus,105,6135000,10,416640,387480,1,4965,1250,182,198,176,122,102,124,226,120,10,12,1,7,60,0x308D,160,640,1689,768,0,0,0,0,0,0,0,7017,5,509,1800,7293,1500,2331,8,2622,1,1970,100,2291,3,0,0,0,0,4277,1
21284,RYBIO_x100,Rybio,Rybio,98,870000,10,94500,86520,1,3600,380,218,60,192,104,122,60,146,20,10,12,2,6,40,0x200308D,160,1432,1152,540,0,0,0,0,0,0,0,1015,3880,7017,3,509,1800,6216,300,1008,10,984,100,709,30,0,0,0,0,4194,1
21285,PHENDARK_x100,Phendark,Phendark,102,1100000,10,119400,78120,2,4360,375,614,100,222,130,142,40,182,60,10,12,2,7,40,0x308D,140,1395,1075,600,0,0,0,0,0,0,0,1015,3880,7017,4,509,1800,0,0,984,150,1971,100,0,0,0,0,0,0,4329,1
21286,MYSTELTAINN_x100,Mysteltainn,Mysteltainn,130,7000000,10,475140,299220,2,5395,2835,146,122,204,278,124,130,260,130,10,12,2,0,87,0x6203695,200,921,400,240,0,0,0,0,0,0,0,7019,1,7297,1500,0,0,0,0,0,0,12736,300,984,243,0,0,0,0,4207,1
21287,TIRFING_x100,Tirfing,Ogretooth,114,5900000,10,320700,300540,1,4740,2055,174,138,210,210,150,146,216,130,10,12,1,0,67,0x6203695,80,652,400,240,0,0,0,0,0,0,0,7022,1,638,50,7292,1500,0,0,0,0,999,120,984,189,0,0,0,0,4254,1
21288,EXECUTIONER_x100,Executioner,Executioner,101,4020000,10,291600,218700,2,3350,1795,194,376,198,192,154,156,158,120,10,12,2,0,47,0x6203695,160,614,400,384,0,0,0,0,0,0,0,7024,5,7290,1500,1111,80,1114,60,0,0,999,120,984,145,0,0,0,0,4250,1
21289,ANOLIAN_x100,Anolian,Anolian,109,1554700,10,175800,133380,1,3250,550,122,22,260,126,110,132,116,96,10,12,1,5,41,0x3695,152,720,400,864,0,0,0,0,0,0,0,7003,4850,1754,2000,526,5,10019,10,16003,1,2625,1,984,134,0,0,0,0,4234,1
21290,STING_x100,Sting,Sting,104,1014300,10,130320,97740,1,3970,335,292,68,216,98,136,68,198,48,10,12,1,0,62,0x3695,240,422,400,240,0,0,0,0,0,0,0,7004,4850,1756,1500,2624,1,1003,130,997,25,10007,10,6213,800,0,0,0,0,4226,1
21291,WANDER_MAN_x100,Wander Man,Wanderer,120,1930700,10,203340,147960,2,8475,525,128,10,236,184,72,30,214,66,10,12,1,6,24,0x2003695,80,537,400,192,0,0,0,0,0,0,0,7005,4850,616,1,13015,5,2270,5,610,650,984,217,1164,1,0,0,0,0,4210,1
21292,CRAMP_x100,Cramp,Cramp,82,389800,10,58320,65640,1,2175,240,176,84,130,86,70,50,136,60,10,12,0,2,45,0x3095,80,800,400,1000,0,0,0,0,0,0,0,7007,4656,528,1000,726,80,746,110,568,250,510,70,984,95,0,0,0,0,4296,1
21293,BRILIGHT_x100,Brilight,Brilight,71,277200,10,44280,49860,1,1685,165,186,50,102,38,76,64,112,60,10,12,0,4,23,0x2003095,160,1200,400,1000,0,0,0,0,0,0,0,7009,5335,992,200,912,1200,7938,100,757,220,610,250,509,2600,0,0,0,0,4213,1
21294,IRON_FIST_x100,Iron Fist,Iron Fist,47,422100,0,77520,82080,1,2150,800,80,10,2,34,30,20,146,40,10,12,1,4,60,0x2003095,160,1200,400,1000,0,0,0,0,0,0,0,7010,5335,757,229,757,22,1002,750,999,180,998,300,0,0,0,0,0,0,4239,1
21295,HIGH_ORC_x100,High Orc,High Orc,81,419300,10,65940,69480,1,2140,250,202,90,150,32,80,62,138,40,10,12,2,7,43,0x3695,120,1200,400,1000,0,0,0,0,0,0,0,7002,2500,1304,10,999,90,931,7500,912,1300,756,196,508,900,0,0,0,0,4322,1
21296,CHOCO_x100,Choco,Choco,48,108000,10,22140,24840,1,600,235,140,60,80,90,64,38,84,40,10,12,0,2,23,0x3095,120,822,422,360,0,0,0,0,0,0,0,7011,5335,942,7000,985,53,513,5000,634,20,532,1000,607,25,0,0,0,0,4285,1
21297,STEM_WORM_x100,Stem Worm,Stem Worm,84,453000,10,64800,72900,1,1465,205,146,100,110,74,50,94,140,60,10,12,1,3,24,0x3095,240,1564,604,528,0,0,0,0,0,0,0,7012,5335,509,1800,1968,10,756,115,997,5,0,0,608,45,0,0,0,0,4224,1
21298,PENOMENA_x100,Penomena,Penomena,85,458900,10,66960,93360,7,2405,205,170,64,152,76,70,70,178,20,10,12,1,5,25,0x3695,320,665,400,600,0,0,0,0,0,0,0,7013,4850,962,8000,938,7000,525,200,719,15,1258,1,716,550,0,0,0,0,4314,1
21299,KNIGHT_OF_ABYSS_x100,Knight of Abyss,Abysmal Knight,122,2329700,10,286740,240780,1,8670,960,204,100,242,110,136,140,194,74,10,12,2,7,87,0x3695,240,1200,400,1000,0,0,0,0,0,0,0,1064,5335,7023,5,2318,1,1421,25,0,0,985,369,15014,10,0,0,0,0,4140,1
21300,M_DESERT_WOLF_x100,Desert Wolf,Desert Wolf,103,944700,10,20940,13080,1,1650,295,228,94,186,138,126,122,164,84,10,12,1,2,23,0x3695,160,896,336,288,0,0,0,0,0,0,0,1253,5,7030,5500,2311,1,517,1200,920,2000,756,53,0,0,0,0,0,0,4082,1
21301,M_SAVAGE_x100,Savage,Savage,26,209200,0,19260,12180,1,730,155,32,10,2,52,108,20,74,20,10,12,2,2,42,0x3695,120,1568,768,384,0,0,0,0,0,0,0,1028,6000,514,150,702,3,2276,2,605,15,757,70,0,0,0,0,0,0,4078,1
21302,META_FABRE_x100,Fabre,Fabre,2,6300,10,180,120,1,40,15,0,0,2,4,8,0,14,10,10,12,0,4,22,0x2000081,320,1337,537,480,0,0,0,0,0,0,0,914,6500,949,600,1502,80,721,8,511,750,705,1500,1501,200,0,0,0,0,4002,1
21303,META_PUPA_x100,Pupa,Pupa,2,42700,10,120,240,0,5,5,64,40,2,2,2,0,2,40,10,12,0,4,22,0x2000000,800,800,0,1,0,0,0,0,0,0,0,1010,300,915,6000,938,700,2102,2,935,1300,938,700,1002,300,0,0,0,0,4003,1
21304,META_CREAMY_x100,Creamy,Creamy,16,59500,10,5160,3480,1,265,55,0,60,2,80,32,30,32,110,10,12,0,4,24,0x2000081,160,976,576,288,0,0,0,0,0,0,0,924,6000,2322,10,518,180,602,200,2207,4,712,800,0,0,0,0,0,0,4040,1
21305,META_PECOPECO_EGG_x100,Peco Peco Egg,Peco Peco Egg,3,42000,10,240,240,0,5,5,64,40,2,2,2,0,2,40,10,12,0,0,60,0x0,800,800,0,1,0,0,0,0,0,0,0,1010,120,935,1500,2102,2,507,450,507,450,713,2000,736,15,0,0,0,0,4007,1
21306,PROVOKE_YOYO_x100,Yoyo,Yoyo,19,87900,10,7320,4620,1,355,55,0,0,2,48,60,70,64,110,10,12,0,2,22,0x108B,160,843,43,384,0,0,0,0,0,0,0,942,6000,7182,500,508,130,919,5500,753,7,578,500,582,1000,0,0,0,0,4051,1
21307,SMOKING_ORC_x100,Smoking Orc,Smoking Orc,24,140000,10,14100,8640,1,570,110,32,40,2,48,96,40,68,0,10,12,1,7,22,0x308D,160,1491,691,288,0,0,0,0,0,0,0,998,210,931,5500,756,40,2267,3,1352,10,1304,5,1301,100,0,0,0,0,4066,1
21308,META_ANT_EGG_x100,Ant Egg,Ant Egg,4,42000,10,300,240,0,5,5,64,40,2,2,2,0,2,40,10,12,0,0,60,0x0,800,800,0,1,0,0,0,0,0,0,0,1010,135,935,2740,909,3000,938,750,713,2000,1002,220,0,0,0,0,0,0,4013,1
21309,META_ANDRE_x100,Andre,Andre,17,68800,10,5880,3840,1,300,55,32,0,2,34,48,40,52,40,10,12,0,4,22,0x2001081,240,1030,230,576,0,0,0,0,0,0,0,955,6000,910,3000,938,1000,935,3000,1001,6,1002,350,757,28,0,0,0,0,4043,1
21310,META_PIERE_x100,Piere,Piere,18,73300,10,6600,4200,1,320,55,48,0,2,36,52,40,54,30,10,12,0,4,22,0x2001081,160,1030,230,576,0,0,0,0,0,0,0,955,5700,910,1100,938,600,992,15,1001,5,1002,400,757,31,0,0,0,0,4043,1
21311,META_DENIRO_x100,Deniro,Deniro,19,76000,10,7320,4620,1,340,55,48,0,2,38,60,40,86,20,10,12,0,4,22,0x2001081,120,1030,230,576,0,0,0,0,0,0,0,955,6000,910,3000,938,1200,990,45,1001,8,1002,450,757,34,0,0,0,0,4043,1
21312,META_PICKY_x100,Picky,Picky,3,8000,10,240,180,1,45,15,0,0,2,6,6,0,20,60,10,12,0,2,23,0x81,160,790,230,168,0,0,0,0,0,0,0,916,6500,949,850,2302,150,507,650,519,350,715,60,0,0,0,0,0,0,4008,1
21313,META_PICKY__x100,Picky,Picky,4,8300,10,300,240,1,40,15,64,0,2,6,6,0,22,40,10,12,0,2,23,0x81,160,790,230,168,0,0,0,0,0,0,0,916,6500,949,850,5015,7,507,750,519,350,715,60,0,0,0,0,0,0,4011,1
21314,MARIN_x100,Marin,Marin,37,98700,10,16920,19020,1,345,70,64,16,48,10,20,10,60,30,10,12,1,3,41,0x83,320,1497,537,480,0,0,0,0,0,0,0,910,3200,938,1500,700,100,720,40,510,75,529,350,5035,1,0,0,0,0,4196,1
21315,SASQUATCH_x100,Sasquatch,Sasquatch,72,316300,10,45900,51600,1,1465,150,202,56,140,70,120,20,118,40,10,12,2,2,60,0x3695,240,1008,153,192,0,0,0,0,0,0,0,912,750,509,800,949,1000,5030,1,948,5000,727,30,757,90,0,0,0,0,4216,1
